ID,Label
302,butterfly
303,butterfly
304,butterfly
305,butterfly
306,butterfly
307,butterfly
308,butterfly
309,butterfly
310,butterfly
311,butterfly
312,butterfly
313,butterfly
314,butterfly
315,butterfly
316,butterfly
317,butterfly
318,butterfly
319,butterfly
320,butterfly
321,butterfly
322,butterfly
323,butterfly
324,butterfly
325,butterfly
326,butterfly
327,butterfly
328,butterfly
329,butterfly
330,butterfly
331,butterfly
332,butterfly
333,butterfly
334,butterfly
335,butterfly
336,butterfly
337,butterfly
338,butterfly
339,spider
340,butterfly
341,butterfly
342,butterfly
343,butterfly
344,butterfly
345,butterfly
346,butterfly
347,butterfly
348,butterfly
349,butterfly
350,spider
351,butterfly
352,butterfly
353,butterfly
354,butterfly
355,butterfly
356,butterfly
357,butterfly
358,butterfly
359,butterfly
360,butterfly
361,butterfly
362,butterfly
363,butterfly
364,butterfly
365,butterfly
366,butterfly
367,butterfly
368,butterfly
369,butterfly
370,butterfly
371,butterfly
372,butterfly
373,butterfly
374,butterfly
375,butterfly
376,butterfly
377,butterfly
378,butterfly
379,butterfly
380,butterfly
381,fish
382,butterfly
383,butterfly
384,butterfly
385,butterfly
386,butterfly
387,butterfly
388,butterfly
389,butterfly
390,spider
391,butterfly
392,butterfly
393,butterfly
394,butterfly
395,butterfly
396,butterfly
397,butterfly
398,butterfly
399,butterfly
400,fish
401,butterfly
402,butterfly
403,butterfly
404,butterfly
405,butterfly
406,butterfly
407,fish
408,butterfly
409,butterfly
410,butterfly
411,butterfly
412,butterfly
413,butterfly
414,fish
415,butterfly
416,butterfly
417,butterfly
418,butterfly
419,butterfly
420,butterfly
421,butterfly
422,butterfly
423,butterfly
424,butterfly
425,butterfly
426,butterfly
427,butterfly
428,butterfly
429,butterfly
430,butterfly
431,butterfly
432,fish
433,butterfly
434,butterfly
435,fish
436,butterfly
437,butterfly
438,butterfly
439,butterfly
440,butterfly
441,butterfly
442,butterfly
443,butterfly
444,butterfly
445,butterfly
446,butterfly
447,butterfly
448,butterfly
449,butterfly
450,butterfly
451,butterfly
452,butterfly
453,butterfly
454,butterfly
455,butterfly
456,butterfly
457,butterfly
458,butterfly
459,butterfly
460,butterfly
461,butterfly
462,butterfly
463,butterfly
464,butterfly
465,butterfly
466,butterfly
467,butterfly
468,butterfly
469,butterfly
470,butterfly
471,butterfly
472,fish
473,butterfly
474,butterfly
475,butterfly
476,butterfly
477,butterfly
478,butterfly
479,butterfly
480,butterfly
481,butterfly
482,butterfly
483,butterfly
484,butterfly
485,butterfly
486,butterfly
487,butterfly
488,butterfly
489,butterfly
490,butterfly
491,butterfly
492,butterfly
493,butterfly
494,butterfly
495,butterfly
496,butterfly
497,butterfly
498,butterfly
499,butterfly
500,butterfly
501,butterfly
502,butterfly
503,butterfly
504,butterfly
505,butterfly
506,butterfly
507,butterfly
508,butterfly
509,butterfly
510,butterfly
511,butterfly
512,butterfly
513,butterfly
514,butterfly
515,butterfly
516,butterfly
517,butterfly
518,butterfly
519,fish
520,butterfly
521,butterfly
522,butterfly
523,butterfly
524,butterfly
525,butterfly
526,butterfly
527,butterfly
528,butterfly
529,butterfly
530,fish
531,butterfly
532,butterfly
533,butterfly
534,butterfly
535,butterfly
536,butterfly
537,butterfly
538,butterfly
539,butterfly
540,butterfly
541,butterfly
542,butterfly
543,butterfly
544,butterfly
545,butterfly
546,butterfly
547,butterfly
548,butterfly
549,butterfly
550,butterfly
551,butterfly
552,butterfly
553,butterfly
554,butterfly
555,butterfly
556,butterfly
557,butterfly
558,butterfly
559,butterfly
560,butterfly
561,butterfly
562,butterfly
563,butterfly
564,butterfly
565,butterfly
566,butterfly
567,butterfly
568,butterfly
569,butterfly
570,butterfly
571,butterfly
572,butterfly
573,butterfly
574,butterfly
575,butterfly
576,butterfly
577,butterfly
578,butterfly
579,butterfly
580,butterfly
581,butterfly
582,butterfly
583,butterfly
584,butterfly
585,butterfly
586,butterfly
587,butterfly
588,fish
589,butterfly
590,butterfly
591,butterfly
592,butterfly
593,butterfly
594,butterfly
595,butterfly
596,butterfly
597,butterfly
598,butterfly
599,butterfly
600,butterfly
601,butterfly
602,butterfly
603,butterfly
604,butterfly
605,butterfly
606,butterfly
607,butterfly
608,butterfly
609,butterfly
610,butterfly
611,fish
612,butterfly
613,butterfly
614,butterfly
615,butterfly
616,butterfly
617,butterfly
618,butterfly
619,butterfly
620,butterfly
621,butterfly
622,butterfly
623,butterfly
624,butterfly
625,butterfly
626,butterfly
627,butterfly
628,butterfly
629,butterfly
630,butterfly
631,butterfly
632,butterfly
633,butterfly
634,butterfly
635,butterfly
636,butterfly
637,butterfly
638,butterfly
639,butterfly
640,butterfly
641,butterfly
642,butterfly
643,butterfly
644,butterfly
645,butterfly
646,butterfly
647,butterfly
648,butterfly
649,butterfly
650,butterfly
651,butterfly
652,butterfly
653,butterfly
654,butterfly
655,butterfly
656,butterfly
657,butterfly
658,butterfly
659,butterfly
660,spider
661,butterfly
662,butterfly
663,butterfly
664,butterfly
665,butterfly
666,butterfly
667,butterfly
668,butterfly
669,butterfly
670,butterfly
671,butterfly
672,butterfly
673,butterfly
674,butterfly
675,butterfly
676,butterfly
677,butterfly
678,butterfly
679,butterfly
680,butterfly
681,butterfly
682,butterfly
683,butterfly
684,butterfly
685,butterfly
686,butterfly
687,butterfly
688,butterfly
689,butterfly
690,butterfly
691,butterfly
692,butterfly
693,butterfly
694,butterfly
695,butterfly
696,butterfly
697,butterfly
698,butterfly
699,butterfly
700,butterfly
701,butterfly
702,butterfly
703,butterfly
704,butterfly
705,butterfly
706,butterfly
707,butterfly
708,butterfly
709,butterfly
710,butterfly
711,butterfly
712,butterfly
713,butterfly
714,butterfly
715,butterfly
716,butterfly
717,butterfly
718,butterfly
719,butterfly
720,butterfly
721,butterfly
722,butterfly
723,butterfly
724,butterfly
725,butterfly
726,butterfly
727,butterfly
728,spider
729,butterfly
730,butterfly
731,butterfly
732,butterfly
733,butterfly
734,butterfly
735,butterfly
736,butterfly
737,butterfly
738,butterfly
739,butterfly
740,butterfly
741,butterfly
742,butterfly
743,butterfly
744,butterfly
745,butterfly
746,butterfly
747,butterfly
748,butterfly
749,butterfly
750,butterfly
751,butterfly
752,butterfly
753,butterfly
754,butterfly
755,butterfly
756,butterfly
757,butterfly
758,butterfly
759,butterfly
760,butterfly
761,butterfly
762,butterfly
763,butterfly
764,butterfly
765,butterfly
766,butterfly
767,butterfly
768,butterfly
769,butterfly
770,butterfly
771,butterfly
772,butterfly
773,butterfly
774,butterfly
775,butterfly
776,butterfly
777,butterfly
778,butterfly
779,butterfly
780,butterfly
781,fish
782,butterfly
783,butterfly
784,butterfly
785,butterfly
786,butterfly
787,butterfly
788,butterfly
789,butterfly
790,fish
791,butterfly
792,butterfly
793,butterfly
794,butterfly
795,butterfly
796,butterfly
797,butterfly
798,butterfly
799,butterfly
800,butterfly
801,butterfly
802,butterfly
803,butterfly
804,butterfly
805,butterfly
806,butterfly
807,butterfly
808,butterfly
809,butterfly
810,butterfly
811,butterfly
812,butterfly
813,butterfly
814,butterfly
815,butterfly
816,butterfly
817,butterfly
818,butterfly
819,butterfly
820,butterfly
821,butterfly
822,butterfly
823,butterfly
824,butterfly
825,butterfly
826,butterfly
827,butterfly
828,butterfly
829,butterfly
830,butterfly
831,butterfly
832,butterfly
833,butterfly
834,butterfly
835,butterfly
836,butterfly
837,butterfly
838,butterfly
839,butterfly
840,butterfly
841,butterfly
842,butterfly
843,butterfly
844,butterfly
845,butterfly
846,butterfly
847,butterfly
848,butterfly
849,butterfly
850,butterfly
851,butterfly
852,butterfly
853,butterfly
854,butterfly
855,butterfly
856,butterfly
857,butterfly
858,butterfly
859,butterfly
860,butterfly
861,butterfly
862,fish
863,butterfly
864,butterfly
865,butterfly
866,butterfly
867,butterfly
868,butterfly
869,butterfly
870,butterfly
871,butterfly
872,butterfly
873,butterfly
874,butterfly
875,butterfly
876,butterfly
877,butterfly
878,butterfly
879,butterfly
880,butterfly
881,butterfly
882,butterfly
883,butterfly
884,butterfly
885,butterfly
886,butterfly
887,butterfly
888,butterfly
889,butterfly
890,butterfly
891,butterfly
892,butterfly
893,butterfly
894,butterfly
895,butterfly
896,butterfly
897,butterfly
898,butterfly
899,butterfly
900,butterfly
901,butterfly
902,butterfly
903,butterfly
904,butterfly
905,butterfly
906,butterfly
907,butterfly
908,butterfly
909,butterfly
910,butterfly
911,butterfly
912,butterfly
913,butterfly
914,butterfly
915,butterfly
916,butterfly
917,butterfly
918,butterfly
919,butterfly
920,butterfly
921,butterfly
922,butterfly
923,butterfly
924,butterfly
925,butterfly
926,butterfly
927,butterfly
928,butterfly
929,butterfly
930,butterfly
931,butterfly
932,butterfly
933,butterfly
934,butterfly
935,butterfly
936,butterfly
937,butterfly
938,butterfly
939,butterfly
940,butterfly
941,butterfly
942,butterfly
943,butterfly
944,butterfly
945,butterfly
946,butterfly
947,butterfly
948,butterfly
949,butterfly
950,spider
951,butterfly
952,butterfly
953,butterfly
954,butterfly
955,butterfly
956,butterfly
957,butterfly
958,butterfly
959,butterfly
960,butterfly
961,butterfly
962,butterfly
963,butterfly
964,butterfly
965,butterfly
966,butterfly
967,butterfly
968,butterfly
969,butterfly
970,butterfly
971,butterfly
972,butterfly
973,butterfly
974,butterfly
975,butterfly
976,butterfly
977,butterfly
978,butterfly
979,butterfly
980,butterfly
981,butterfly
982,butterfly
983,butterfly
984,butterfly
985,butterfly
986,butterfly
987,butterfly
988,butterfly
989,butterfly
990,butterfly
991,butterfly
992,butterfly
993,fish
994,butterfly
995,butterfly
996,butterfly
997,butterfly
998,butterfly
999,butterfly
1000,butterfly
1001,butterfly
1002,butterfly
1003,butterfly
1004,butterfly
1005,butterfly
1006,butterfly
1007,butterfly
1008,butterfly
1009,butterfly
1010,butterfly
1011,butterfly
1012,butterfly
1013,butterfly
1014,butterfly
1015,butterfly
1016,butterfly
1017,butterfly
1018,butterfly
1019,butterfly
1020,butterfly
1021,butterfly
1022,butterfly
1023,butterfly
1024,butterfly
1025,butterfly
1026,butterfly
1027,butterfly
1028,butterfly
1029,butterfly
1030,butterfly
1031,butterfly
1032,butterfly
1033,butterfly
1034,butterfly
1035,butterfly
1036,butterfly
1037,butterfly
1038,butterfly
1039,butterfly
1040,butterfly
1041,butterfly
1042,butterfly
1043,butterfly
1044,butterfly
1045,butterfly
1046,butterfly
1047,butterfly
1048,butterfly
1049,butterfly
1050,butterfly
1051,butterfly
1052,butterfly
1053,butterfly
1054,butterfly
1055,butterfly
1056,butterfly
1057,butterfly
1058,butterfly
1059,butterfly
1060,butterfly
1061,butterfly
1062,butterfly
1063,butterfly
1064,butterfly
1065,butterfly
1066,butterfly
1067,butterfly
1068,butterfly
1069,butterfly
1070,butterfly
1071,butterfly
1072,butterfly
1073,butterfly
1074,butterfly
1075,butterfly
1076,butterfly
1077,butterfly
1078,butterfly
1079,butterfly
1080,butterfly
1081,butterfly
1082,butterfly
1083,butterfly
1084,butterfly
1085,butterfly
1086,butterfly
1087,butterfly
1088,butterfly
1089,butterfly
1090,butterfly
1091,butterfly
1092,butterfly
1093,butterfly
1094,butterfly
1095,butterfly
1096,butterfly
1097,butterfly
1098,butterfly
1099,butterfly
1100,butterfly
1101,butterfly
1102,butterfly
1103,butterfly
1104,butterfly
1105,butterfly
1106,butterfly
1107,butterfly
1108,butterfly
1109,butterfly
1110,butterfly
1111,butterfly
1112,butterfly
1113,butterfly
1114,butterfly
1115,butterfly
1116,butterfly
1117,butterfly
1118,fish
1119,butterfly
1120,butterfly
1121,butterfly
1122,butterfly
1123,butterfly
1124,butterfly
1125,butterfly
1126,butterfly
1127,butterfly
1128,butterfly
1129,butterfly
1130,butterfly
1131,butterfly
1132,butterfly
1133,butterfly
1134,butterfly
1135,butterfly
1136,butterfly
1137,butterfly
1138,butterfly
1139,butterfly
1140,butterfly
1141,butterfly
1142,butterfly
1143,butterfly
1144,butterfly
1145,butterfly
1146,butterfly
1147,butterfly
1148,butterfly
1149,butterfly
1150,butterfly
1151,butterfly
1152,butterfly
1153,butterfly
1154,butterfly
1155,butterfly
1156,butterfly
1157,butterfly
1158,butterfly
1159,butterfly
1160,butterfly
1161,butterfly
1162,butterfly
1163,butterfly
1164,butterfly
1165,butterfly
1166,butterfly
1167,butterfly
1168,butterfly
1169,butterfly
1170,butterfly
1171,butterfly
1172,butterfly
1173,butterfly
1174,butterfly
1175,butterfly
1176,butterfly
1177,butterfly
1178,butterfly
1179,butterfly
1180,butterfly
1181,butterfly
1182,butterfly
1183,spider
1184,butterfly
1185,butterfly
1186,butterfly
1187,butterfly
1188,butterfly
1189,butterfly
1190,butterfly
1191,butterfly
1192,butterfly
1193,butterfly
1194,butterfly
1195,butterfly
1196,butterfly
1197,butterfly
1198,butterfly
1199,butterfly
1200,butterfly
1201,butterfly
1202,butterfly
1203,butterfly
1204,butterfly
1205,butterfly
1206,butterfly
1207,butterfly
1208,butterfly
1209,butterfly
1210,butterfly
1211,butterfly
1212,butterfly
1213,butterfly
1214,butterfly
1215,butterfly
1216,butterfly
1217,butterfly
1218,butterfly
1219,butterfly
1220,butterfly
1221,butterfly
1222,butterfly
1223,butterfly
1224,butterfly
1225,butterfly
1226,butterfly
1227,elephant
1228,butterfly
1229,butterfly
1230,butterfly
1231,butterfly
1232,butterfly
1233,butterfly
1234,butterfly
1235,butterfly
1236,butterfly
1237,butterfly
1238,butterfly
1239,butterfly
1240,butterfly
1241,butterfly
1242,butterfly
1243,butterfly
1244,butterfly
1245,butterfly
1246,butterfly
1247,butterfly
1248,butterfly
1249,butterfly
1250,butterfly
1251,butterfly
1252,butterfly
1253,butterfly
1254,butterfly
1255,butterfly
1256,butterfly
1257,butterfly
1258,butterfly
1259,butterfly
1260,butterfly
1261,butterfly
1262,butterfly
1263,butterfly
1264,butterfly
1265,butterfly
1266,butterfly
1267,butterfly
1268,butterfly
1269,butterfly
1270,butterfly
1271,butterfly
1272,butterfly
1273,butterfly
1274,butterfly
1275,butterfly
1276,butterfly
1277,butterfly
1278,butterfly
1279,butterfly
1280,butterfly
1281,butterfly
1282,butterfly
1283,butterfly
1284,butterfly
1285,butterfly
1286,butterfly
1287,butterfly
1288,butterfly
1289,butterfly
1290,butterfly
1291,butterfly
1292,butterfly
1293,butterfly
1294,butterfly
1295,butterfly
1296,butterfly
1297,butterfly
1298,butterfly
1299,butterfly
1300,butterfly
1301,butterfly
1302,butterfly
1303,butterfly
1304,butterfly
1305,butterfly
1306,butterfly
1307,butterfly
1308,butterfly
1309,butterfly
1310,butterfly
1311,butterfly
1312,butterfly
1313,butterfly
1314,butterfly
1315,butterfly
1316,butterfly
1317,butterfly
1318,butterfly
1319,butterfly
1320,butterfly
1321,butterfly
1322,butterfly
1323,fish
1324,butterfly
1325,butterfly
1326,butterfly
1327,butterfly
1328,butterfly
1329,butterfly
1330,butterfly
1331,butterfly
1332,butterfly
1333,butterfly
1334,butterfly
1335,butterfly
1336,butterfly
1337,butterfly
1338,butterfly
1339,butterfly
1340,butterfly
1341,butterfly
1342,butterfly
1343,butterfly
1344,butterfly
1345,butterfly
1346,butterfly
1347,butterfly
1348,butterfly
1349,butterfly
1350,butterfly
1351,butterfly
1352,butterfly
1353,butterfly
1354,butterfly
1355,butterfly
1356,butterfly
1357,butterfly
1358,butterfly
1359,butterfly
1360,spider
1361,butterfly
1362,butterfly
1363,butterfly
1364,butterfly
1365,butterfly
1366,butterfly
1367,butterfly
1368,butterfly
1369,spider
1370,spider
1371,butterfly
1372,butterfly
1373,butterfly
1374,butterfly
1375,butterfly
1376,butterfly
1377,butterfly
1378,butterfly
1379,butterfly
1380,butterfly
1381,butterfly
1382,butterfly
1383,butterfly
1384,butterfly
1385,butterfly
1386,butterfly
1387,butterfly
1388,butterfly
1389,butterfly
1390,butterfly
1391,butterfly
1392,butterfly
1393,butterfly
1394,butterfly
1395,butterfly
1396,butterfly
1397,butterfly
1398,butterfly
1399,butterfly
1400,butterfly
1401,butterfly
1402,butterfly
1403,butterfly
1404,butterfly
1405,butterfly
1406,butterfly
1407,butterfly
1408,butterfly
1409,butterfly
1410,butterfly
1411,spider
1412,butterfly
1413,butterfly
1414,butterfly
1415,spider
1416,butterfly
1417,fish
1418,butterfly
1419,butterfly
1420,butterfly
1421,butterfly
1422,butterfly
1423,butterfly
1424,butterfly
1425,butterfly
1426,butterfly
1427,fish
1428,butterfly
1429,butterfly
1430,butterfly
1431,butterfly
1432,butterfly
1433,butterfly
1434,butterfly
1435,butterfly
1436,butterfly
1437,butterfly
1438,butterfly
1439,butterfly
1440,butterfly
1441,butterfly
1442,butterfly
1443,butterfly
1444,butterfly
1445,butterfly
1446,butterfly
1447,butterfly
1448,butterfly
1449,butterfly
1450,butterfly
1451,butterfly
1452,butterfly
1453,butterfly
1454,butterfly
1455,butterfly
1456,butterfly
1457,butterfly
1458,butterfly
1459,butterfly
1460,butterfly
1461,butterfly
1462,fish
1463,butterfly
1464,butterfly
1465,butterfly
1466,butterfly
1467,butterfly
1468,butterfly
1469,butterfly
1470,butterfly
1471,butterfly
1472,butterfly
1473,butterfly
1474,butterfly
1475,butterfly
1476,butterfly
1477,butterfly
1478,butterfly
1479,butterfly
1480,butterfly
1481,butterfly
1482,butterfly
1483,butterfly
1484,butterfly
1485,butterfly
1486,butterfly
1487,butterfly
1488,butterfly
1489,butterfly
1490,butterfly
1491,butterfly
1492,butterfly
1493,butterfly
1494,butterfly
1495,butterfly
1496,butterfly
1497,butterfly
1498,butterfly
1499,butterfly
1500,butterfly
1501,butterfly
1502,butterfly
1503,butterfly
1504,butterfly
1505,fish
1506,butterfly
1507,butterfly
1508,butterfly
1509,butterfly
1510,butterfly
1511,butterfly
1512,butterfly
1513,butterfly
1514,butterfly
1515,butterfly
1516,butterfly
1517,butterfly
1518,butterfly
1519,butterfly
1520,butterfly
1521,butterfly
1522,butterfly
1523,butterfly
1524,butterfly
1525,butterfly
1526,butterfly
1527,butterfly
1528,butterfly
1529,butterfly
1530,butterfly
1531,butterfly
1532,butterfly
1533,butterfly
1534,butterfly
1535,butterfly
1536,butterfly
1537,butterfly
1538,butterfly
1539,butterfly
1540,butterfly
1541,butterfly
1542,butterfly
1543,butterfly
1544,butterfly
1545,butterfly
1546,butterfly
1547,butterfly
1548,butterfly
1549,butterfly
1550,butterfly
1551,butterfly
1552,butterfly
1553,butterfly
1554,butterfly
1555,butterfly
1556,butterfly
1557,butterfly
1558,butterfly
1559,butterfly
1560,butterfly
1561,butterfly
1562,butterfly
1563,butterfly
1564,butterfly
1565,butterfly
1566,butterfly
1567,butterfly
1568,butterfly
1569,butterfly
1570,butterfly
1571,butterfly
1572,butterfly
1573,butterfly
1574,butterfly
1575,butterfly
1576,butterfly
1577,butterfly
1578,butterfly
1579,butterfly
1580,butterfly
1581,butterfly
1582,butterfly
1583,butterfly
1584,butterfly
1585,butterfly
1586,butterfly
1587,butterfly
1588,butterfly
1589,butterfly
1590,butterfly
1591,butterfly
1592,butterfly
1593,butterfly
1594,butterfly
1595,butterfly
1596,butterfly
1597,butterfly
1598,butterfly
1599,butterfly
1600,butterfly
1601,butterfly
1602,butterfly
1603,butterfly
1604,butterfly
1605,butterfly
1606,butterfly
1607,butterfly
1608,butterfly
1609,butterfly
1610,butterfly
1611,butterfly
1612,butterfly
1613,butterfly
1614,butterfly
1615,butterfly
1616,butterfly
1617,butterfly
1618,butterfly
1619,butterfly
1620,butterfly
1621,butterfly
1622,butterfly
1623,butterfly
1624,butterfly
1625,butterfly
1626,butterfly
1627,butterfly
1628,butterfly
1629,butterfly
1630,butterfly
1631,butterfly
1632,butterfly
1633,butterfly
1634,butterfly
1635,fish
1636,butterfly
1637,butterfly
1638,butterfly
1639,butterfly
1640,butterfly
1641,butterfly
1642,butterfly
1643,butterfly
1644,butterfly
1645,butterfly
1646,butterfly
1647,butterfly
1648,butterfly
1649,butterfly
1650,butterfly
1651,butterfly
1652,butterfly
1653,butterfly
1654,butterfly
1655,butterfly
1656,butterfly
1657,spider
1658,butterfly
1659,butterfly
1660,butterfly
1661,butterfly
1662,butterfly
1663,butterfly
1664,butterfly
1665,butterfly
1666,butterfly
1667,butterfly
1668,butterfly
1669,butterfly
1670,butterfly
1671,butterfly
1672,butterfly
1673,butterfly
1674,butterfly
1675,butterfly
1676,butterfly
1677,butterfly
1678,butterfly
1679,butterfly
1680,butterfly
1681,butterfly
1682,butterfly
1683,butterfly
1684,butterfly
1685,butterfly
1686,butterfly
1687,butterfly
1688,butterfly
1689,butterfly
1690,butterfly
1691,butterfly
1692,butterfly
1693,fish
1694,butterfly
1695,butterfly
1696,butterfly
1697,butterfly
1698,butterfly
1699,butterfly
1700,butterfly
1701,butterfly
1702,butterfly
1703,butterfly
1704,butterfly
1705,butterfly
1706,butterfly
1707,butterfly
1708,butterfly
1709,butterfly
1710,butterfly
1711,butterfly
1712,butterfly
1713,butterfly
1714,butterfly
1715,butterfly
1716,butterfly
1717,butterfly
1718,butterfly
1719,butterfly
1720,butterfly
1721,butterfly
1722,butterfly
1723,butterfly
1724,butterfly
1725,butterfly
1726,butterfly
1727,butterfly
1728,butterfly
1729,butterfly
1730,butterfly
1731,butterfly
1732,butterfly
1733,butterfly
1734,butterfly
1735,butterfly
1736,butterfly
1737,butterfly
1738,butterfly
1739,butterfly
1740,butterfly
1741,butterfly
1742,butterfly
1743,butterfly
1744,butterfly
1745,butterfly
1746,butterfly
1747,butterfly
1748,butterfly
1749,butterfly
1750,butterfly
1751,butterfly
1752,butterfly
1753,butterfly
1754,butterfly
1755,butterfly
1756,butterfly
1757,butterfly
1758,butterfly
1759,butterfly
1760,butterfly
1761,butterfly
1762,butterfly
1763,butterfly
1764,butterfly
1765,butterfly
1766,butterfly
1767,butterfly
1768,butterfly
1769,butterfly
1770,butterfly
1771,butterfly
1772,butterfly
1773,butterfly
1774,butterfly
1775,butterfly
1776,butterfly
1777,butterfly
1778,butterfly
1779,butterfly
1780,butterfly
1781,butterfly
1782,butterfly
1783,butterfly
1784,butterfly
1785,butterfly
1786,butterfly
1787,butterfly
1788,butterfly
1789,butterfly
1790,butterfly
1791,butterfly
1792,butterfly
1793,butterfly
1794,butterfly
1795,butterfly
1796,butterfly
1797,butterfly
1798,butterfly
1799,butterfly
1800,butterfly
1801,butterfly
1802,butterfly
1803,butterfly
1804,butterfly
1805,butterfly
1806,butterfly
1807,butterfly
1808,butterfly
1809,butterfly
1810,butterfly
1811,butterfly
1812,butterfly
1813,butterfly
1814,butterfly
1815,butterfly
1816,butterfly
1817,butterfly
1818,butterfly
1819,butterfly
1820,butterfly
1821,butterfly
1822,butterfly
1823,butterfly
1824,butterfly
1825,butterfly
1826,butterfly
1827,butterfly
1828,butterfly
1829,butterfly
1830,butterfly
1831,butterfly
1832,butterfly
1833,butterfly
1834,butterfly
1835,butterfly
1836,butterfly
1837,butterfly
1838,butterfly
1839,butterfly
1840,butterfly
1841,butterfly
1842,butterfly
1843,butterfly
1844,butterfly
1845,butterfly
1846,butterfly
1847,butterfly
1848,butterfly
1849,butterfly
1850,butterfly
1851,butterfly
1852,butterfly
1853,butterfly
1854,butterfly
1855,butterfly
1856,butterfly
1857,butterfly
1858,butterfly
1859,butterfly
1860,butterfly
1861,butterfly
1862,butterfly
1863,butterfly
1864,butterfly
1865,butterfly
1866,butterfly
1867,butterfly
1868,butterfly
1869,butterfly
1870,butterfly
1871,butterfly
1872,butterfly
1873,butterfly
1874,butterfly
1875,butterfly
1876,butterfly
1877,butterfly
1878,butterfly
1879,butterfly
1880,butterfly
1881,butterfly
1882,butterfly
